Address,Bedrooms,Bathrooms,Area,Year Built,Parking,Price,Location
1443 Coronado Dr,4 Beds,3 Baths,"2,015 sqft",Year Built: 1967,2 Car Garage,"$360,000",Colorado Springs
1463 Madison Ridge Hts #A,4 Beds,3 Baths,"2,158 sqft",Year Built: 2004,Garage,"$360,000",Colorado Springs
1215 Sandpiper Dr,3 Beds,2 Baths,"1,160 sqft",Year Built: 1983,2 Car Garage,"$340,000",Colorado Springs
6107 San Mateo Dr,2 Beds,2 Baths,"3,110 sqft",Year Built: 2013,2 Car Garage,"$450,000",Colorado Springs
Westport Plan in élan at Wolf Ranch by Toll Brothers,2 Beds,2 Baths,"3,724 sqft",Year Built: 2023,No Info,"$664,995+",Colorado Springs
6743 Skuna Dr,5 Beds,4 Baths,"3,444 sqft (on 0.25 acres)",Year Built: 2021,3 Car Garage,"$568,300",Colorado Springs
5868 Summer Dream Dr,3 Beds,3 Baths,"1,685 sqft",Year Built: 2022,2 Car Garage,"$483,172",Colorado Springs
6029 Inman Vw,3 Beds,4 Baths,"2,230 sqft",Year Built: 2023,2 Car Garage,"$457,488",Colorado Springs
6023 Magma Hts,3 Beds,3 Baths,"1,762 sqft",Year Built: 2023,2 Car Garage,"$442,632",Colorado Springs
Crysdale Plan in Red Rocks at Kissing Camels by Toll Brothers,3 Beds,3 Baths,"3,405 sqft",Year Built: 2023,No Info,"$989,995+",Colorado Springs
901 W  Cucharras St,3 Beds,2 Baths,"2,390 sqft",Year Built: 1899,No Info,"$799,900",Colorado Springs
203 University Dr,Studio,,,Year Built: 1968,4 Parking Spaces,"$409,900",Colorado Springs
6831 Prairie Wind Dr,4 Beds,3 Baths,"2,898 sqft",Year Built: 2003,3 Car Garage,"$560,000",Colorado Springs
2402 Bott Ave,3 Beds,2 Baths,"2,072 sqft",Year Built: 1885,Garage,"$595,000",Colorado Springs
1413 Territory Trl,2 Beds,2 Baths,880 sqft,Year Built: 1982,1 Car Garage,"$220,000",Colorado Springs
2052 Ruffino Drive,4 Beds,4 Baths,"3,096 sqft (on 0.25 acres)",Year Built: 2018,2 Car Garage,"$700,000",Colorado Springs
4951 Construct Poin,3 Beds,3 Baths,"1,475 sqft",Year Built: 2023,2 Car Garage,"$424,950",Colorado Springs
Daybreak Plan in Greenways at Sand Creek by Classic Homes,6 Beds,3 Baths,"4,294 sqft",Year Built: 2023,Garage,"$669,500+",Colorado Springs
1225 W  Cucharras St,5 Beds,2 Baths,"2,232 sqft",Year Built: 1895,No Info,"$480,000",Colorado Springs
Mustang Plan in TimberRidge by Vantage Homes,6 Beds,5 Baths,"4,183 sqft",Year Built: 2023,Garage,"$701,300+",Colorado Springs
Quentin Plan in Village Cooperative of Ute Valley (Active Adults 62+) by Village Cooperative,2 Beds,2 Baths,"1,523 sqft",Year Built: 2023,No Info,"$276,000+",Colorado Springs
Danville Plan in Revel Crossing at Wolf Ranch - The Ascent Collection by David Weekley Homes,2 Beds,3 Baths,"1,708 sqft",Year Built: 2023,No Info,"$438,990+",Colorado Springs
2 Heather Cir,5 Beds,3 Baths,"3,838 sqft (on 0.48 acres)",Year Built: 1963,2 Car Garage,"$924,900",Colorado Springs
Chicago Plan in Urban Collection at Briargate Square by Richmond American Homes,3 Beds,3 Baths,"1,475 sqft",Year Built: 2023,No Info,"$399,950+",Colorado Springs
7404 Johnsontown Hts,3 Beds,3 Baths,"1,773 sqft",Year Built: 2021,2 Car Garage,"$440,000",Colorado Springs
2711 Grand Prix Ct,4 Beds,3 Baths,"3,712 sqft",Year Built: 2020,4 Car Garage,"$800,000",Colorado Springs
128 W  Rockrimmon Blvd #202,2 Beds,1 Bath,939 sqft,Year Built: 1985,Garage,"$275,000",Colorado Springs
Urban - Savannah Plan in Timber Ridge by Classic Homes,3 Beds,3 Baths,"3,216 sqft",Year Built: 2023,Garage,"$605,800+",Colorado Springs
10746 Witcher Dr,5 Beds,4 Baths,"2,742 sqft",Year Built: 2021,2 Car Garage,"$515,000",Colorado Springs
Averett Plan in Revel Crossing at Wolf Ranch - The Outlook Collection by David Weekley Homes,3 Beds,3 Baths,"2,035 sqft",Year Built: 2023,No Info,"$541,990+",Colorado Springs
E  Goshawk Rd,,,,,No Info,"$525,000",Colorado Springs
Native Plan in TimberRidge by Vantage Homes,4 Beds,4 Baths,"4,151 sqft",Year Built: 2023,Garage,"$693,300+",Colorado Springs
1125 War Eagle Dr N,5 Beds,4 Baths,"3,176 sqft (on 0.25 acres)",Year Built: 1981,2 Car Garage,"$649,999",Colorado Springs
4913 Wineskin Cir,3 Beds,2 Baths,"1,462 sqft",Year Built: 1983,1 Car Garage,"$363,500",Colorado Springs
11339 Rill Point,3 Beds,3 Baths,"2,316 sqft",Year Built: 2018,2 Car Garage,"$569,000",Colorado Springs
16560 Papago Way,,,,,No Info,"$180,000",Colorado Springs
Haven Plan in The Retreat in Banning Lewis Ranch by OakwoodLife,2 Beds,2 Baths,"2,147 sqft",Year Built: 2023,No Info,"$530,990+",Colorado Springs
2907 Virginia Ave,5 Beds,3 Baths,"2,652 sqft",Year Built: 1962,1 Car Garage,"$500,000",Colorado Springs
113 Hayes Dr,3 Beds,2 Baths,"1,329 sqft",Year Built: 1956,Garage,"$399,999",Colorado Springs
1163 Westmoreland Rd,4 Beds,4 Baths,"2,940 sqft",Year Built: 2000,2 Car Garage,"$539,999",Colorado Springs
Ashford Plan in Village Cooperative of Ute Valley (Active Adults 62+) by Village Cooperative,1 Bed,1 Bath,890 sqft,Year Built: 2023,No Info,"$153,000+",Colorado Springs
Eames Plan in élan at Wolf Ranch by Toll Brothers,2 Beds,2 Baths,"4,326 sqft",Year Built: 2023,No Info,"$739,995+",Colorado Springs
6855 Sagewood Ct,4 Beds,3 Baths,"1,833 sqft",Year Built: 1986,2 Car Garage,"$439,000",Colorado Springs
1988 Erin Loop,2 Beds,1 Bath,914 sqft,Year Built: 1981,Garage,"$269,950",Colorado Springs
Fairview Plan in Trailside at Cottonwood Creek by David Weekley Homes,3 Beds,3 Baths,"2,161 sqft",Year Built: 2023,No Info,"$603,990+",Colorado Springs
7310 Rim Bluff Ln,4 Beds,3 Baths,"4,536 sqft",Year Built: 2018,3 Car Garage,"$715,000",Colorado Springs
1738 Kingsley Dr,4 Beds,2 Baths,"2,220 sqft",Year Built: 1958,Garage,"$417,000",Colorado Springs
Fairhope Plan in Flying Horse by Vantage Homes,6 Beds,5 Baths,"4,284 sqft",Year Built: 2023,Garage,"$787,600+",Colorado Springs
Paradise Plan in Greenways at Sand Creek by Classic Homes,3 Beds,3 Baths,"3,748 sqft",Year Built: 2023,Garage,"$660,100+",Colorado Springs
Willowwood II Plan in Cordera by Vantage Homes,5 Beds,4 Baths,"4,081 sqft",Year Built: 2023,Garage,"$739,000+",Colorado Springs
Coleton Plan in Revel Crossing at Wolf Ranch - The Outlook Collection by David Weekley Homes,3 Beds,3 Baths,"2,344 sqft",Year Built: 2023,No Info,"$564,990+",Colorado Springs
The Elbrus Plan in The Townes at Cumbre Vista by Challenger Homes,4 Beds,5 Baths,"2,305 sqft",Year Built: 2023,No Info,"$456,900+",Colorado Springs
Freemont Plan in Revel Crossing at Wolf Ranch - The Ascent Collection by David Weekley Homes,3 Beds,3 Baths,"1,627 sqft",Year Built: 2023,No Info,"$433,990+",Colorado Springs
7795 Julynn Rd,5 Beds,4 Baths,"2,830 sqft",Year Built: 1996,2 Car Garage,"$594,500",Colorado Springs
Farnsworth Plan in élan at Wolf Ranch by Toll Brothers,2 Beds,3 Baths,"3,477 sqft",Year Built: 2023,No Info,"$639,995+",Colorado Springs
11615 Fox Creek Lane,6 Beds,6 Baths,"5,536 sqft (on 6.39 acres)",Year Built: 2002,4 Car Garage,"$1,339,000",Colorado Springs
Garrett Plan in Red Rocks at Kissing Camels by Toll Brothers,2 Beds,3 Baths,"2,635 sqft",Year Built: 2023,No Info,"$906,995+",Colorado Springs
2028 Glenhill Rd,4 Beds,3 Baths,"3,060 sqft",Year Built: 1980,2 Car Garage,"$399,000",Colorado Springs
6510 Turkey Tracks Rd,4 Beds,3 Baths,"3,034 sqft (on 0.26 acres)",Year Built: 1994,2 Car Garage,"$585,000",Colorado Springs
Amethyst Plan in Hansen Ranch by Richmond American Homes,2 Beds,2 Baths,"1,422 sqft",Year Built: 2023,No Info,"$441,950+",Colorado Springs
Danford Plan in Village Cooperative of Ute Valley (Active Adults 62+) by Village Cooperative,2 Beds,2 Baths,"1,307 sqft",Year Built: 2023,No Info,"$223,000+",Colorado Springs
The Wexford Plan in The Townes at Lorson Ranch by Challenger Homes,3 Beds,3 Baths,"1,956 sqft",Year Built: 2023,No Info,"$398,900+",Colorado Springs
Copperleaf Plan in Revel Crossing at Wolf Ranch - The Ascent Collection by David Weekley Homes,3 Beds,3 Baths,"1,733 sqft",Year Built: 2023,No Info,"$452,990+",Colorado Springs
The Wexford Plan in The Townes at Chapel Heights by Challenger Homes,3 Beds,3 Baths,"1,956 sqft",Year Built: 2023,No Info,"$415,900+",Colorado Springs
Salida Plan in Revel Crossing at Wolf Ranch - The Outlook Collection by David Weekley Homes,3 Beds,2 Baths,"1,809 sqft",Year Built: 2023,No Info,"$531,990+",Colorado Springs
223 Plan in Hannah Ridge by Classic Homes,4 Beds,4 Baths,"1,996 sqft",Year Built: 2023,No Info,"$508,095+",Colorado Springs
3535 Ironwood Pl,4 Beds,2 Baths,"1,656 sqft",Year Built: 1971,1 Car Garage,"$395,000",Colorado Springs
The Denali Plan in The Townes at Cumbre Vista by Challenger Homes,3 Beds,3 Baths,"2,230 sqft",Year Built: 2023,No Info,"$451,900+",Colorado Springs
15 Chase Ln,4 Beds,5 Baths,"6,068 sqft (on 0.84 acres)",Year Built: 2003,3 Car Garage,"$2,500,000",Colorado Springs
Citrine Plan in The Trails at Aspen Ridge by Richmond American Homes,3 Beds,3 Baths,"1,964 sqft",Year Built: 2023,No Info,"$426,950+",Colorado Springs
4315 Star Ranch Rd,5 Beds,4 Baths,"4,362 sqft (on 0.43 acres)",Year Built: 1990,3 Car Garage,"$975,000",Colorado Springs
Harbor Plan in The Retreat in Banning Lewis Ranch by OakwoodLife,2 Beds,2 Baths,"2,352 sqft",Year Built: 2023,No Info,"$525,990+",Colorado Springs
4008 Samaritan Loop,2 Beds,3 Baths,"1,436 sqft",Year Built: 2023,1 Car Garage,"$368,000",Colorado Springs
Cameron Plan in élan at Wolf Ranch by Toll Brothers,2 Beds,3 Baths,"4,038 sqft",Year Built: 2023,No Info,"$712,995+",Colorado Springs
4415 N  Nonchalant Cir,4 Beds,3 Baths,"2,342 sqft",Year Built: 1970,2 Car Garage,"$465,500",Colorado Springs
Tahoe Plan in TimberRidge by Vantage Homes,6 Beds,5 Baths,"4,286 sqft",Year Built: 2023,Garage,"$695,500+",Colorado Springs
Vineyard Plan in Revel at Wolf Ranch by Toll Brothers,2 Beds,2 Baths,"3,570 sqft",Year Built: 2023,No Info,"$631,995+",Colorado Springs
Oakridge Plan in Flying Horse by Vantage Homes,6 Beds,4 Baths,"4,360 sqft",Year Built: 2023,Garage,"$787,700+",Colorado Springs
Celebration Plan in Greenways at Sand Creek by Classic Homes,3 Beds,3 Baths,"3,094 sqft",Year Built: 2023,Garage,"$587,500+",Colorado Springs
The Waterford Plan in The Townes at Lorson Ranch by Challenger Homes,3 Beds,3 Baths,"1,671 sqft",Year Built: 2023,No Info,"$378,900+",Colorado Springs
Sequoia by Bonnavilla Plan in Build on Your Lot by Seeger Homes by Seeger Homes,3 Beds,2 Baths,"2,255 sqft",Year Built: 2023,No Info,"$394,520+",Colorado Springs
1234 Ethereal Cir,4 Beds,3 Baths,"3,176 sqft",Year Built: 2006,2 Car Garage,"$650,000",Colorado Springs
232 Cunningham Dr,4 Beds,3 Baths,"2,444 sqft (on 1.03 acres)",Year Built: 1969,2 Car Garage,"$525,000",Colorado Springs
5476 Gansevoort Dr,5 Beds,4 Baths,"3,816 sqft",Year Built: 2022,Garage,"$749,000",Colorado Springs
7478 Campstool Dr,4 Beds,3 Baths,"2,649 sqft",Year Built: 2009,3 Car Garage,"$515,000",Colorado Springs
The Tralee Plan in The Townes at Chapel Heights by Challenger Homes,2 Beds,3 Baths,"1,436 sqft",Year Built: 2023,No Info,"$365,900+",Colorado Springs
14 S  Roosevelt St,4 Beds,2 Baths,"1,872 sqft",Year Built: 1964,1 Car Garage,"$399,000",Colorado Springs
5055 Old Mill Rd,3 Beds,2 Baths,"1,544 sqft",Year Built: 1983,2 Car Garage,"$425,000",Colorado Springs
4420 Gloucester Ct,5 Beds,4 Baths,"4,573 sqft (on 1 acre)",Year Built: 1990,3 Car Garage,"$900,000",Colorado Springs
Parika Plan in Red Rocks at Kissing Camels by Toll Brothers,3 Beds,3 Baths,"2,568 sqft",Year Built: 2023,No Info,"$889,995+",Colorado Springs
1014 Norwood Ave,3 Beds,1 Bath,894 sqft,Year Built: 1956,1 Car Garage,"$370,000",Colorado Springs
3683 Moon River Dr,2 Beds,3 Baths,"1,255 sqft",Year Built: 2023,2 Car Garage,"$404,826",Colorado Springs
The Antero Plan in Chapel Heights by Challenger Homes,3 Beds,2 Baths,"1,494 sqft",Year Built: 2023,No Info,"$394,900+",Colorado Springs
4867 Turquoise Lake Ct,4 Beds,3 Baths,"2,974 sqft",Year Built: 2010,2 Car Garage,"$650,000",Colorado Springs
304 Cheyenne Blvd,3 Beds,3 Baths,"2,532 sqft",Year Built: 2006,2 Car Garage,"$885,000",Colorado Springs
5147 Beartrack Poin,3 Beds,3 Baths,"1,860 sqft",Year Built: 2023,2 Car Garage,"$470,390",Colorado Springs
5141 Beartrack Poin,3 Beds,3 Baths,"2,133 sqft",Year Built: 2023,2 Car Garage,"$440,390",Colorado Springs
3667 Moon River Dr,3 Beds,3 Baths,"1,640 sqft",Year Built: 2023,2 Car Garage,"$436,956",Colorado Springs
3659 Moon River Dr,3 Beds,3 Baths,"1,508 sqft",Year Built: 2022,2 Car Garage,"$435,109",Colorado Springs
3651 Moon River Dr,2 Beds,3 Baths,"1,255 sqft",Year Built: 2022,2 Car Garage,"$394,139",Colorado Springs
7466 Willowind Dr,4 Beds,3 Baths,"2,632 sqft",Year Built: 2001,3 Car Garage,"$520,000",Colorado Springs
The Everest Plan in The Townes at Cumbre Vista by Challenger Homes,3 Beds,4 Baths,"1,566 sqft",Year Built: 2023,No Info,"$413,900+",Colorado Springs
Goldenrod Plan in Revel Crossing at Wolf Ranch - The Outlook Collection by David Weekley Homes,3 Beds,3 Baths,"1,716 sqft",Year Built: 2023,No Info,"$520,990+",Colorado Springs
17410 W  Cherry Stage Rd,4 Beds,4 Baths,"4,154 sqft (on 2.54 acres)",Year Built: 2006,3 Car Garage,"$1,100,000",Colorado Springs
445 Wintery Cir S,5 Beds,3 Baths,"3,289 sqft (on 0.26 acres)",Year Built: 1976,2 Car Garage,"$725,000",Colorado Springs
14525 Sterling Rd,4 Beds,4 Baths,"4,962 sqft (on 5.15 acres)",Year Built: 1991,4 Car Garage,"$1,700,000",Colorado Springs
5119 Weaver Dr,4 Beds,3 Baths,"3,182 sqft",Year Built: 2000,2 Car Garage,"$475,000",Colorado Springs
1425 Jester Ct,3 Beds,1 Bath,"1,005 sqft (on 0.26 acres)",Year Built: 1977,Garage,"$400,000",Colorado Springs
Jackson Plan in Revel at Wolf Ranch by Toll Brothers,4 Beds,3 Baths,"3,621 sqft",Year Built: 2023,No Info,"$657,995+",Colorado Springs
2518 Chimayo Dr,3 Beds,1 Bath,936 sqft (on 0.34 acres),Year Built: 1959,No Info,"$350,000",Colorado Springs
Urban - St. James Plan in Timber Ridge by Classic Homes,7 Beds,7 Baths,"5,827 sqft",Year Built: 2023,No Info,"$923,800+",Colorado Springs
3039 W  Bijou St,3 Beds,1 Bath,"1,183 sqft",Year Built: 1914,No Info,"$419,900",Colorado Springs
7445 Powderwash Dr,3 Beds,2 Baths,"1,711 sqft",Year Built: 1988,2 Car Garage,"$410,000",Colorado Springs
Quentin-2 Plan in Village Cooperative of Ute Valley (Active Adults 62+) by Village Cooperative,2 Beds,2 Baths,"1,438 sqft",Year Built: 2023,No Info,"$258,000+",Colorado Springs
2902 Airport Rd #118,2 Beds,2 Baths,"1,191 sqft",Year Built: 1965,Garage,"$215,000",Colorado Springs
9634 Silver Stirrup Dr,3 Beds,3 Baths,"1,652 sqft",Year Built: 2016,2 Car Garage,"$415,000",Colorado Springs
The Savannah Plan in Revel at Wolf Ranch by Challenger Homes,6 Beds,3 Baths,"3,221 sqft",Year Built: 2023,No Info,"$527,900+",Colorado Springs
3825 Presidio Pt   #201,2 Beds,2 Baths,"1,103 sqft",Year Built: 2021,No Info,"$359,900",Colorado Springs
1720 W  Cucharras St,3 Beds,2 Baths,888 sqft,Year Built: 1888,No Info,"$300,000",Colorado Springs
1920 S  Cedar Ave,2 Beds,1 Bath,760 sqft,Year Built: 1953,Garage,"$295,000",Colorado Springs
Coronado Plan in Hansen Ranch by Richmond American Homes,3 Beds,3 Baths,"2,745 sqft",Year Built: 2023,No Info,"$571,950+",Colorado Springs
Hideaway Plan in The Retreat in Banning Lewis Ranch by OakwoodLife,2 Beds,2 Baths,"1,981 sqft",Year Built: 2023,No Info,"$520,990+",Colorado Springs
1387 Celtic St,3 Beds,3 Baths,"3,370 sqft",Year Built: 2014,2 Car Garage,"$510,000",Colorado Springs
6759 Enclave Vista Loop,4 Beds,4 Baths,"3,542 sqft",Year Built: 2021,2 Car Garage,"$680,000",Colorado Springs
5614 Celtic Cross Grv,3 Beds,3 Baths,"1,692 sqft",Year Built: 2016,2 Car Garage,"$392,000",Colorado Springs
2565 Waldean St,3 Beds,2 Baths,"1,944 sqft",Year Built: 1954,Garage,"$460,000",Colorado Springs
4030 Darby Cir W,3 Beds,2 Baths,"1,765 sqft",Year Built: 1972,2 Car Garage,"$465,000",Colorado Springs
7119 Passing Sky Dr,5 Beds,4 Baths,"3,030 sqft",Year Built: 2020,2 Car Garage,"$585,000",Colorado Springs
1736 Alamo Ave,4 Beds,2 Baths,"3,068 sqft (on 0.28 acres)",Year Built: 1953,No Info,"$975,000",Colorado Springs
3975 Riviera Grv #202,3 Beds,2 Baths,"1,276 sqft",Year Built: 1999,Garage,"$335,000",Colorado Springs
1447 Madison Ridge Hts #C,2 Beds,3 Baths,"2,090 sqft",Year Built: 2004,Garage,"$370,000",Colorado Springs
7438 Sioux Cir N,5 Beds,4 Baths,"3,373 sqft",Year Built: 2015,2 Car Garage,"$540,000",Colorado Springs
2303 Marlborough Rd,3 Beds,2 Baths,"2,022 sqft (on 0.26 acres)",Year Built: 1960,2 Car Garage,"$475,000",Colorado Springs
Coral Plan in The Trails at Aspen Ridge by Richmond American Homes,3 Beds,3 Baths,"1,831 sqft",Year Built: 2023,No Info,"$418,950+",Colorado Springs
Savannah Plan in Wolf Ranch by Classic Homes,6 Beds,4 Baths,"3,216 sqft",Year Built: 2023,No Info,"$586,600+",Colorado Springs
Mustang Plan in Flying Horse by Vantage Homes,6 Beds,5 Baths,"4,183 sqft",Year Built: 2023,Garage,"$795,800+",Colorado Springs
3865 Presidio Poin #202,2 Beds,2 Baths,"1,103 sqft",Year Built: 2021,Garage,"$389,000",Colorado Springs
4065 W  Woodmen Rd,,,,,No Info,"$300,000",Colorado Springs
7607 Sun Shimmer Vw,4 Beds,4 Baths,"2,619 sqft",Year Built: 2021,2 Car Garage,"$529,900",Colorado Springs
Cypress by Bonnavilla Plan in Build on Your Lot by Seeger Homes by Seeger Homes,3 Beds,2 Baths,"1,721 sqft",Year Built: 2023,No Info,"$354,800+",Colorado Springs
Alpine Plan in Trailside at Cottonwood Creek by David Weekley Homes,3 Beds,3 Baths,"2,475 sqft",Year Built: 2023,No Info,"$539,990+",Colorado Springs
6253 Chantilly Pl,2 Beds,1 Bath,992 sqft,Year Built: 1985,1 Car Garage,"$335,000",Colorado Springs
359 Avocet Loop,5 Beds,3 Baths,"2,570 sqft",Year Built: 2003,2 Car Garage,"$515,000",Colorado Springs
1135 Hubbell Dr,4 Beds,3 Baths,"2,084 sqft",Year Built: 1988,2 Car Garage,"$415,000",Colorado Springs
5906 Harney Dr,4 Beds,3 Baths,"3,400 sqft",Year Built: 2010,3 Car Garage,"$680,000",Colorado Springs
10525 Castor Dr,4 Beds,3 Baths,"1,894 sqft",Year Built: 2021,2 Car Garage,"$470,000",Colorado Springs
1188 Magnolia Street,4 Beds,4 Baths,"1,020 sqft",Year Built: 1973,3 Parking Spaces,"$525,000",Colorado Springs
4103 Diamond Ridge Vw,3 Beds,3 Baths,"1,486 sqft",Year Built: 2004,2 Car Garage,"$379,900",Colorado Springs
6861 Oak Vine Ct,4 Beds,3 Baths,"2,759 sqft (on 0.25 acres)",Year Built: 2017,3 Car Garage,"$600,000",Colorado Springs
5976 Longford Way,4 Beds,3 Baths,"3,547 sqft",Year Built: 2021,3 Car Garage,"$625,000",Colorado Springs
The Crestone Plan in Chapel Heights by Challenger Homes,3 Beds,3 Baths,"1,727 sqft",Year Built: 2023,No Info,"$404,900+",Colorado Springs
3335 Galleria Ter,3 Beds,2 Baths,"1,202 sqft",Year Built: 1986,2 Car Garage,"$360,000",Colorado Springs
590 Thames Dr,6 Beds,4 Baths,"3,317 sqft (on 0.43 acres)",Year Built: 1982,2 Car Garage,"$750,000",Colorado Springs
6656 Enclave Vista Loop,5 Beds,4 Baths,"4,080 sqft",Year Built: 2021,2 Car Garage,"$780,000",Colorado Springs
1305 Eastmeadow Ct,4 Beds,3 Baths,"2,620 sqft (on 0.26 acres)",Year Built: 1995,2 Car Garage,"$485,000",Colorado Springs
9420 Broken Bow Ct,4 Beds,2 Baths,"2,972 sqft (on 5.01 acres)",Year Built: 1983,4 Car Garage,"$574,999",Colorado Springs
2039 Alperton Hts,3 Beds,3 Baths,"1,940 sqft",Year Built: 2019,2 Car Garage,"$415,000",Colorado Springs
13035 Cake Bread Hts,3 Beds,3 Baths,"3,092 sqft",Year Built: 2012,2 Car Garage,"$676,000",Colorado Springs
Lovell Plan in élan at Wolf Ranch by Toll Brothers,2 Beds,2 Baths,"4,325 sqft",Year Built: 2023,No Info,"$725,995+",Colorado Springs
5595 Cisco Dr,4 Beds,3 Baths,"3,376 sqft",Year Built: 2015,2 Car Garage,"$639,000",Colorado Springs
2965 Longhorn Ridge Vw,,,,,No Info,"$275,000",Colorado Springs
2530 Paseo Verde,2 Beds,2 Baths,"1,978 sqft",Year Built: 1984,Garage,"$679,900",Colorado Springs
10 Woodmen Ln,8 Beds,7 Baths,"9,746 sqft (on 2.29 acres)",Year Built: 1976,6 Car Garage,"$2,650,000",Colorado Springs
10886 Matt Point,3 Beds,3 Baths,"2,223 sqft",Year Built: 2019,2 Car Garage,"$470,000",Colorado Springs
Lapis Plan in The Trails at Aspen Ridge by Richmond American Homes,3 Beds,3 Baths,"2,187 sqft",Year Built: 2023,No Info,"$432,950+",Colorado Springs
270 Eagle Summit Pt   #101,3 Beds,3 Baths,"2,175 sqft",Year Built: 2023,2 Car Garage,"$555,000",Colorado Springs
203 Farragut Ave,4 Beds,2 Baths,"2,048 sqft",Year Built: 1951,2 Car Garage,"$675,000",Colorado Springs
417 E  Kiowa St #1103,1 Bed,2 Baths,980 sqft,Year Built: 1962,Garage,"$364,900",Colorado Springs
6080 Griffin Dr,4 Beds,3 Baths,"3,793 sqft",Year Built: 2018,3 Car Garage,"$785,000",Colorado Springs
508 Rose Dr,3 Beds,1 Bath,"1,116 sqft",Year Built: 1959,1 Car Garage,"$350,000",Colorado Springs
4344 Chamberlin Ave,3 Beds,2 Baths,"1,225 sqft",Year Built: 1973,Garage,"$300,000",Colorado Springs
6946 Maidford Dr,3 Beds,2 Baths,"1,306 sqft",Year Built: 2021,3 Car Garage,"$450,000",Colorado Springs
3223 Heather Glen Dr,3 Beds,3 Baths,"2,438 sqft",Year Built: 1998,2 Car Garage,"$460,000",Colorado Springs
340 Mission Hill Way,3 Beds,4 Baths,"2,160 sqft",Year Built: 1984,2 Car Garage,"$475,000",Colorado Springs
8360 Hardwood Cir,4 Beds,4 Baths,"3,306 sqft",Year Built: 2014,3 Car Garage,"$550,000",Colorado Springs
7834 Sandsmere Dr,4 Beds,3 Baths,"2,848 sqft",Year Built: 2017,2 Car Garage,"$534,900",Colorado Springs
The Monte Rosa Plan in Revel at Wolf Ranch by Challenger Homes,5 Beds,3 Baths,"4,354 sqft",Year Built: 2023,No Info,"$562,900+",Colorado Springs
10275 Kentwood Dr,5 Beds,4 Baths,"4,230 sqft",Year Built: 2020,3 Car Garage,"$925,000",Colorado Springs
Providence II Plan in Greenways at Sand Creek by Classic Homes,4 Beds,3 Baths,"2,744 sqft",Year Built: 2023,Garage,"$545,800+",Colorado Springs
1028 Florence Ave,4 Beds,1 Bath,"1,560 sqft",Year Built: 1957,No Info,"$375,000",Colorado Springs
9753 Borderpine Way,3 Beds,2 Baths,"1,648 sqft",Year Built: 2020,2 Car Garage,"$425,000",Colorado Springs
10236 Wrangell Cir,4 Beds,3 Baths,"3,688 sqft",Year Built: 2021,3 Car Garage,"$625,000",Colorado Springs
6360 Tranters Creek Way,4 Beds,4 Baths,"2,963 sqft",Year Built: 2012,3 Car Garage,"$520,000",Colorado Springs
Brentwood Plan in TimberRidge by Vantage Homes,5 Beds,4 Baths,"3,718 sqft",Year Built: 2023,Garage,"$705,100+",Colorado Springs
7430 Pine Cone Rd,4 Beds,3 Baths,"2,508 sqft (on 5 acres)",Year Built: 1994,3 Car Garage,"$750,000",Colorado Springs
4176 Cherryvale Dr,5 Beds,3 Baths,"4,001 sqft",Year Built: 2000,3 Car Garage,"$625,000",Colorado Springs
4359 Parque Vista Point,2 Beds,2 Baths,"1,329 sqft",Year Built: 2006,2 Car Garage,"$325,000",Colorado Springs
Providence II Plan in Wolf Ranch by Classic Homes,4 Beds,3 Baths,"2,744 sqft",Year Built: 2023,No Info,"$547,800+",Colorado Springs
Gila Plan in Windermere by Tralon Homes,4 Beds,3 Baths,"2,094 sqft",Year Built: 2023,Garage,"$505,000+",Colorado Springs
Emery Plan in Windermere by Tralon Homes,3 Beds,2 Baths,"1,665 sqft",Year Built: 2023,Garage,"$489,000+",Colorado Springs
Yukon Plan in Windermere by Tralon Homes,4 Beds,3 Baths,"1,836 sqft",Year Built: 2023,Garage,"$499,000+",Colorado Springs
Cumberland Plan in Windermere by Tralon Homes,4 Beds,3 Baths,"2,524 sqft",Year Built: 2023,Garage,"$525,500+",Colorado Springs
Trinity Plan in Windermere by Tralon Homes,3 Beds,4 Baths,"1,734 sqft",Year Built: 2023,Garage,"$499,000+",Colorado Springs
Columbia Plan in Windermere by Tralon Homes,3 Beds,2 Baths,"1,898 sqft",Year Built: 2023,Garage,"$490,000+",Colorado Springs
317 W  Monument St,3 Beds,1 Bath,"1,202 sqft",Year Built: 1901,Garage,"$395,000",Colorado Springs
9288 Prairie Clover Dr,4 Beds,3 Baths,"2,618 sqft",Year Built: 2000,2 Car Garage,"$520,000",Colorado Springs
2155 Hoodoo Dr,5 Beds,4 Baths,"5,104 sqft (on 0.30 acres)",Year Built: 1997,3 Car Garage,"$940,000",Colorado Springs
6215 Wilson Rd,5 Beds,4 Baths,"5,035 sqft (on 0.40 acres)",Year Built: 1998,3 Car Garage,"$1,095,000",Colorado Springs
311 Pyrite Ter,4 Beds,3 Baths,"3,077 sqft",Year Built: 2004,2 Car Garage,"$575,000",Colorado Springs
6929 Conifer Ridge Dr,6 Beds,4 Baths,"3,348 sqft",Year Built: 2005,2 Car Garage,"$565,000",Colorado Springs
1826 Meadowbrook Pkwy,4 Beds,4 Baths,"3,255 sqft",Year Built: 2005,2 Car Garage,"$490,000",Colorado Springs
8451 Crooked Branch Ln,4 Beds,3 Baths,"3,238 sqft",Year Built: 2017,2 Car Garage,"$625,000",Colorado Springs
